'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.191',-0.154,0.182,0.337,-0.015,-0.245,0.260,-0.655,0.410,1.371,0.281,0.013,0.319,-0.091,0.186,0.294
'0:00.192',-0.153,0.178,0.332,-0.013,-0.242,0.256,-0.652,0.411,1.372,0.282,0.016,0.322,-0.091,0.184,0.292
'0:00.193',-0.151,0.178,0.330,-0.013,-0.240,0.255,-0.649,0.414,1.375,0.283,0.019,0.328,-0.091,0.185,0.290
'0:00.194',-0.147,0.183,0.331,-0.018,-0.238,0.257,-0.647,0.415,1.375,0.280,0.021,0.328,-0.092,0.187,0.286
'0:00.195',-0.145,0.189,0.334,-0.022,-0.239,0.262,-0.652,0.415,1.373,0.279,0.018,0.324,-0.094,0.186,0.286
'0:00.196',-0.151,0.183,0.335,-0.017,-0.243,0.260,-0.660,0.418,1.367,0.281,0.021,0.327,-0.097,0.176,0.287
'0:00.197',-0.154,0.179,0.334,-0.013,-0.244,0.257,-0.662,0.420,1.361,0.284,0.021,0.329,-0.100,0.171,0.288
'0:00.198',-0.155,0.174,0.330,-0.009,-0.242,0.252,-0.656,0.422,1.364,0.284,0.024,0.330,-0.101,0.175,0.286
'0:00.199',-0.155,0.171,0.326,-0.008,-0.240,0.248,-0.646,0.423,1.373,0.279,0.025,0.330,-0.100,0.182,0.281
'0:00.200',-0.159,0.166,0.325,-0.004,-0.241,0.245,-0.641,0.425,1.381,0.278,0.025,0.329,-0.099,0.185,0.281
'0:00.201',-0.158,0.170,0.328,-0.006,-0.242,0.249,-0.645,0.425,1.383,0.277,0.024,0.328,-0.098,0.183,0.279
'0:00.202',-0.157,0.175,0.332,-0.009,-0.244,0.254,-0.647,0.426,1.387,0.277,0.022,0.326,-0.098,0.186,0.280
'0:00.203',-0.155,0.179,0.335,-0.012,-0.245,0.258,-0.647,0.427,1.389,0.277,0.022,0.325,-0.099,0.191,0.280
'0:00.204',-0.160,0.178,0.338,-0.009,-0.248,0.258,-0.643,0.428,1.391,0.280,0.023,0.325,-0.099,0.191,0.281
'0:00.205',-0.163,0.174,0.337,-0.006,-0.249,0.256,-0.638,0.430,1.395,0.280,0.027,0.326,-0.100,0.192,0.280
'0:00.206',-0.155,0.181,0.337,-0.013,-0.246,0.260,-0.630,0.432,1.405,0.275,0.026,0.326,-0.098,0.205,0.277
'0:00.207',-0.147,0.188,0.336,-0.021,-0.241,0.262,-0.628,0.433,1.415,0.273,0.029,0.326,-0.095,0.214,0.273
'0:00.208',-0.147,0.192,0.340,-0.022,-0.243,0.266,-0.634,0.433,1.413,0.274,0.025,0.323,-0.097,0.213,0.273
'0:00.209',-0.148,0.196,0.344,-0.024,-0.246,0.270,-0.644,0.435,1.406,0.279,0.026,0.324,-0.101,0.209,0.276
'0:00.210',-0.142,0.202,0.344,-0.030,-0.243,0.274,-0.649,0.435,1.401,0.280,0.029,0.326,-0.104,0.207,0.273
'0:00.211',-0.145,0.199,0.344,-0.028,-0.244,0.272,-0.643,0.439,1.402,0.281,0.029,0.329,-0.106,0.206,0.275
'0:00.212',-0.144,0.195,0.340,-0.025,-0.242,0.268,-0.645,0.442,1.403,0.281,0.032,0.333,-0.108,0.204,0.272
'0:00.213',-0.144,0.192,0.337,-0.024,-0.240,0.265,-0.643,0.444,1.405,0.278,0.035,0.335,-0.109,0.200,0.268
'0:00.214',-0.141,0.195,0.336,-0.028,-0.238,0.266,-0.642,0.444,1.405,0.275,0.036,0.335,-0.110,0.202,0.263
'0:00.215',-0.143,0.199,0.342,-0.029,-0.242,0.271,-0.646,0.446,1.407,0.275,0.035,0.334,-0.113,0.202,0.262
'0:00.216',-0.148,0.195,0.343,-0.024,-0.245,0.269,-0.655,0.450,1.404,0.277,0.038,0.336,-0.118,0.195,0.263
'0:00.217',-0.151,0.192,0.344,-0.021,-0.247,0.268,-0.656,0.452,1.398,0.281,0.041,0.335,-0.121,0.188,0.264
'0:00.218',-0.154,0.188,0.342,-0.018,-0.248,0.265,-0.646,0.454,1.401,0.281,0.045,0.338,-0.120,0.192,0.262
'0:00.219',-0.154,0.184,0.339,-0.015,-0.246,0.262,-0.634,0.456,1.413,0.278,0.047,0.339,-0.119,0.197,0.257
'0:00.220',-0.161,0.177,0.338,-0.009,-0.249,0.258,-0.627,0.457,1.421,0.277,0.046,0.337,-0.119,0.199,0.255
'0:00.221',-0.153,0.184,0.338,-0.015,-0.245,0.261,-0.629,0.459,1.427,0.274,0.046,0.338,-0.118,0.206,0.254
'0:00.222',-0.149,0.190,0.339,-0.020,-0.244,0.265,-0.625,0.463,1.429,0.276,0.047,0.339,-0.119,0.209,0.255
'0:00.223',-0.150,0.193,0.344,-0.021,-0.247,0.269,-0.624,0.464,1.433,0.277,0.046,0.339,-0.120,0.210,0.256
'0:00.224',-0.153,0.194,0.347,-0.021,-0.250,0.271,-0.626,0.467,1.437,0.280,0.048,0.337,-0.121,0.212,0.256
'0:00.225',-0.154,0.190,0.344,-0.018,-0.249,0.267,-0.620,0.470,1.443,0.281,0.053,0.342,-0.122,0.212,0.254
'0:00.226',-0.148,0.194,0.342,-0.023,-0.245,0.268,-0.611,0.472,1.454,0.278,0.054,0.342,-0.121,0.219,0.250
'0:00.227',-0.141,0.199,0.341,-0.029,-0.241,0.270,-0.611,0.472,1.462,0.273,0.054,0.341,-0.121,0.225,0.246
'0:00.228',-0.140,0.205,0.345,-0.033,-0.242,0.276,-0.616,0.474,1.462,0.272,0.053,0.338,-0.124,0.226,0.247
'0:00.229',-0.139,0.211,0.351,-0.036,-0.245,0.281,-0.628,0.478,1.456,0.278,0.054,0.338,-0.128,0.222,0.251
'0:00.230',-0.133,0.221,0.353,-0.044,-0.243,0.287,-0.634,0.480,1.453,0.278,0.058,0.343,-0.128,0.222,0.249
'0:00.231',-0.138,0.217,0.355,-0.040,-0.246,0.286,-0.627,0.483,1.456,0.280,0.060,0.345,-0.129,0.221,0.249
'0:00.232',-0.141,0.213,0.354,-0.036,-0.248,0.284,-0.623,0.486,1.458,0.279,0.064,0.349,-0.130,0.221,0.247
'0:00.233',-0.140,0.212,0.351,-0.036,-0.245,0.282,-0.623,0.488,1.460,0.278,0.067,0.353,-0.132,0.221,0.243
'0:00.234',-0.134,0.217,0.350,-0.042,-0.242,0.284,-0.622,0.491,1.463,0.277,0.068,0.354,-0.133,0.222,0.237
'0:00.235',-0.131,0.225,0.354,-0.048,-0.242,0.290,-0.625,0.491,1.462,0.276,0.068,0.353,-0.135,0.223,0.235
'0:00.236',-0.133,0.222,0.355,-0.044,-0.244,0.289,-0.631,0.494,1.458,0.278,0.072,0.355,-0.139,0.217,0.234
'0:00.237',-0.138,0.220,0.358,-0.041,-0.248,0.289,-0.630,0.498,1.456,0.280,0.074,0.357,-0.141,0.213,0.237
'0:00.238',-0.139,0.215,0.354,-0.038,-0.247,0.285,-0.624,0.500,1.462,0.281,0.077,0.361,-0.140,0.214,0.235
'0:00.239',-0.139,0.212,0.352,-0.037,-0.245,0.282,-0.613,0.504,1.472,0.276,0.080,0.362,-0.139,0.220,0.231
'0:00.240',-0.141,0.210,0.351,-0.035,-0.246,0.281,-0.608,0.507,1.480,0.275,0.080,0.360,-0.140,0.225,0.231
'0:00.241',-0.133,0.218,0.350,-0.043,-0.241,0.284,-0.613,0.508,1.485,0.271,0.079,0.360,-0.141,0.230,0.227
'0:00.242',-0.130,0.225,0.355,-0.048,-0.242,0.290,-0.613,0.509,1.490,0.269,0.079,0.358,-0.142,0.232,0.226
'0:00.243',-0.131,0.227,0.357,-0.048,-0.244,0.292,-0.612,0.510,1.493,0.270,0.080,0.358,-0.142,0.233,0.227
'0:00.244',-0.136,0.224,0.360,-0.044,-0.248,0.292,-0.611,0.514,1.496,0.271,0.082,0.360,-0.144,0.234,0.227
'0:00.245',-0.138,0.221,0.358,-0.042,-0.248,0.289,-0.607,0.517,1.500,0.272,0.086,0.363,-0.145,0.234,0.224
'0:00.246',-0.134,0.227,0.360,-0.046,-0.247,0.293,-0.600,0.517,1.510,0.270,0.085,0.362,-0.144,0.241,0.221
'0:00.247',-0.128,0.234,0.361,-0.053,-0.245,0.298,-0.595,0.520,1.520,0.265,0.086,0.362,-0.144,0.252,0.214
'0:00.248',-0.123,0.239,0.362,-0.059,-0.242,0.300,-0.599,0.523,1.522,0.265,0.087,0.361,-0.147,0.252,0.212
'0:00.249',-0.125,0.243,0.368,-0.059,-0.246,0.306,-0.608,0.526,1.517,0.270,0.088,0.361,-0.153,0.245,0.213
'0:00.250',-0.117,0.254,0.371,-0.069,-0.244,0.312,-0.610,0.531,1.518,0.273,0.095,0.365,-0.155,0.246,0.209
'0:00.251',-0.117,0.253,0.370,-0.069,-0.243,0.312,-0.607,0.536,1.522,0.275,0.101,0.370,-0.157,0.244,0.209
'0:00.252',-0.119,0.250,0.369,-0.066,-0.244,0.310,-0.603,0.538,1.524,0.275,0.103,0.373,-0.158,0.242,0.206
'0:00.253',-0.113,0.252,0.364,-0.070,-0.238,0.308,-0.602,0.545,1.529,0.273,0.109,0.378,-0.159,0.247,0.202
'0:00.254',-0.107,0.256,0.363,-0.074,-0.235,0.309,-0.603,0.549,1.534,0.270,0.112,0.380,-0.161,0.249,0.196
'0:00.255',-0.108,0.261,0.369,-0.076,-0.239,0.316,-0.605,0.551,1.534,0.270,0.112,0.379,-0.163,0.247,0.196
'0:00.256',-0.113,0.258,0.371,-0.073,-0.242,0.315,-0.614,0.556,1.532,0.274,0.117,0.384,-0.166,0.239,0.196
'0:00.257',-0.118,0.257,0.375,-0.069,-0.246,0.316,-0.614,0.561,1.529,0.278,0.120,0.385,-0.170,0.234,0.196
'0:00.258',-0.116,0.257,0.373,-0.071,-0.244,0.316,-0.606,0.566,1.535,0.277,0.126,0.391,-0.171,0.239,0.194
'0:00.259',-0.113,0.257,0.369,-0.072,-0.240,0.313,-0.595,0.569,1.550,0.272,0.130,0.394,-0.170,0.244,0.188
'0:00.260',-0.117,0.252,0.368,-0.068,-0.242,0.310,-0.588,0.573,1.558,0.270,0.130,0.392,-0.172,0.250,0.185
'0:00.261',-0.114,0.258,0.371,-0.072,-0.243,0.315,-0.590,0.575,1.562,0.268,0.132,0.394,-0.172,0.257,0.181
'0:00.262',-0.114,0.263,0.377,-0.075,-0.245,0.320,-0.590,0.577,1.567,0.267,0.132,0.395,-0.172,0.259,0.180
'0:00.263',-0.114,0.268,0.381,-0.077,-0.247,0.325,-0.591,0.582,1.571,0.266,0.133,0.393,-0.175,0.264,0.181
'0:00.264',-0.115,0.268,0.382,-0.076,-0.248,0.325,-0.590,0.587,1.579,0.268,0.138,0.393,-0.179,0.265,0.180
'0:00.265',-0.113,0.268,0.381,-0.078,-0.246,0.324,-0.583,0.591,1.586,0.269,0.143,0.399,-0.180,0.270,0.176
'0:00.266',-0.107,0.275,0.383,-0.084,-0.245,0.329,-0.575,0.595,1.598,0.267,0.145,0.399,-0.180,0.279,0.173
'0:00.267',-0.102,0.281,0.383,-0.090,-0.242,0.333,-0.571,0.598,1.610,0.263,0.147,0.400,-0.179,0.286,0.168
'0:00.268',-0.101,0.290,0.390,-0.095,-0.245,0.341,-0.578,0.602,1.613,0.264,0.149,0.399,-0.184,0.289,0.166
'0:00.269',-0.099,0.297,0.397,-0.100,-0.248,0.347,-0.588,0.608,1.612,0.267,0.154,0.401,-0.191,0.287,0.168
'0:00.270',-0.091,0.307,0.399,-0.108,-0.245,0.353,-0.592,0.613,1.613,0.269,0.162,0.405,-0.193,0.287,0.164
'0:00.271',-0.094,0.306,0.401,-0.106,-0.247,0.353,-0.588,0.618,1.617,0.272,0.165,0.407,-0.197,0.285,0.162
'0:00.272',-0.096,0.304,0.400,-0.104,-0.248,0.352,-0.581,0.622,1.622,0.272,0.171,0.410,-0.201,0.283,0.158
'0:00.273',-0.094,0.305,0.400,-0.106,-0.246,0.352,-0.581,0.629,1.625,0.273,0.178,0.417,-0.202,0.285,0.152
'0:00.274',-0.086,0.314,0.400,-0.114,-0.243,0.357,-0.583,0.633,1.631,0.268,0.181,0.421,-0.203,0.290,0.146
'0:00.275',-0.083,0.322,0.405,-0.119,-0.244,0.364,-0.587,0.637,1.635,0.266,0.184,0.420,-0.207,0.293,0.144
'0:00.276',-0.086,0.321,0.407,-0.117,-0.247,0.364,-0.594,0.641,1.633,0.268,0.190,0.423,-0.212,0.289,0.143
'0:00.277',-0.092,0.320,0.411,-0.114,-0.252,0.365,-0.594,0.647,1.632,0.270,0.193,0.426,-0.216,0.284,0.142
'0:00.278',-0.091,0.318,0.410,-0.114,-0.251,0.364,-0.585,0.653,1.640,0.272,0.200,0.433,-0.217,0.289,0.138
'0:00.279',-0.087,0.319,0.406,-0.117,-0.246,0.363,-0.574,0.657,1.655,0.267,0.205,0.436,-0.218,0.299,0.131
'0:00.280',-0.092,0.317,0.409,-0.112,-0.251,0.363,-0.569,0.660,1.667,0.264,0.207,0.436,-0.221,0.304,0.128
'0:00.281',-0.089,0.324,0.412,-0.117,-0.251,0.368,-0.571,0.662,1.674,0.261,0.210,0.438,-0.223,0.311,0.122
'0:00.282',-0.086,0.332,0.418,-0.122,-0.252,0.375,-0.569,0.667,1.682,0.261,0.214,0.439,-0.225,0.317,0.121
'0:00.283',-0.086,0.337,0.422,-0.126,-0.254,0.380,-0.568,0.674,1.690,0.261,0.215,0.441,-0.228,0.323,0.120
'0:00.284',-0.088,0.336,0.425,-0.124,-0.257,0.381,-0.567,0.678,1.695,0.261,0.217,0.443,-0.230,0.324,0.120
'0:00.285',-0.091,0.335,0.425,-0.122,-0.258,0.380,-0.564,0.682,1.704,0.262,0.226,0.448,-0.231,0.329,0.116
'0:00.286',-0.084,0.343,0.427,-0.130,-0.256,0.385,-0.554,0.686,1.718,0.258,0.229,0.451,-0.231,0.338,0.111
'0:00.287',-0.074,0.350,0.425,-0.138,-0.250,0.388,-0.548,0.690,1.732,0.253,0.234,0.455,-0.231,0.344,0.105
'0:00.288',-0.073,0.356,0.430,-0.141,-0.252,0.394,-0.558,0.695,1.738,0.253,0.236,0.455,-0.234,0.346,0.102
'0:00.289',-0.073,0.363,0.437,-0.145,-0.255,0.401,-0.569,0.699,1.739,0.257,0.241,0.457,-0.240,0.345,0.103
'0:00.290',-0.068,0.373,0.442,-0.153,-0.255,0.407,-0.573,0.704,1.740,0.259,0.247,0.463,-0.244,0.349,0.100
'0:00.291',-0.071,0.371,0.444,-0.150,-0.258,0.408,-0.571,0.709,1.742,0.259,0.254,0.467,-0.246,0.347,0.097
'0:00.292',-0.070,0.371,0.442,-0.151,-0.256,0.406,-0.569,0.715,1.748,0.259,0.261,0.472,-0.248,0.348,0.092
'0:00.293',-0.065,0.374,0.439,-0.155,-0.252,0.407,-0.569,0.721,1.757,0.259,0.268,0.479,-0.251,0.351,0.085
'0:00.294',-0.059,0.384,0.442,-0.163,-0.250,0.413,-0.570,0.725,1.764,0.256,0.274,0.483,-0.254,0.356,0.079
'0:00.295',-0.059,0.390,0.448,-0.166,-0.254,0.419,-0.571,0.730,1.771,0.257,0.277,0.484,-0.257,0.357,0.077
'0:00.296',-0.060,0.390,0.451,-0.165,-0.256,0.420,-0.577,0.737,1.770,0.262,0.285,0.491,-0.263,0.354,0.074
'0:00.297',-0.062,0.393,0.456,-0.165,-0.259,0.424,-0.583,0.742,1.769,0.266,0.291,0.494,-0.269,0.354,0.073
'0:00.298',-0.064,0.392,0.456,-0.165,-0.260,0.424,-0.574,0.746,1.778,0.267,0.297,0.499,-0.271,0.358,0.069
'0:00.299',-0.062,0.393,0.455,-0.166,-0.259,0.424,-0.558,0.749,1.793,0.261,0.302,0.502,-0.271,0.365,0.062
'0:00.300',-0.066,0.392,0.458,-0.163,-0.262,0.425,-0.552,0.752,1.806,0.261,0.305,0.505,-0.272,0.369,0.060
'0:00.301',-0.062,0.401,0.463,-0.170,-0.262,0.432,-0.555,0.755,1.812,0.258,0.312,0.508,-0.274,0.378,0.056
'0:00.302',-0.056,0.410,0.467,-0.177,-0.262,0.439,-0.556,0.758,1.818,0.255,0.316,0.509,-0.277,0.387,0.055
'0:00.303',-0.054,0.418,0.472,-0.182,-0.264,0.446,-0.557,0.759,1.823,0.254,0.318,0.511,-0.280,0.395,0.054
'0:00.304',-0.058,0.420,0.477,-0.181,-0.268,0.449,-0.559,0.763,1.829,0.257,0.324,0.513,-0.282,0.396,0.056
'0:00.305',-0.058,0.420,0.477,-0.182,-0.268,0.449,-0.555,0.768,1.837,0.256,0.331,0.520,-0.282,0.398,0.053
'0:00.306',-0.051,0.430,0.480,-0.190,-0.266,0.456,-0.548,0.770,1.849,0.251,0.335,0.525,-0.281,0.412,0.048
'0:00.307',-0.042,0.438,0.480,-0.199,-0.261,0.460,-0.546,0.772,1.861,0.247,0.341,0.530,-0.280,0.422,0.043
'0:00.308',-0.037,0.448,0.485,-0.205,-0.262,0.467,-0.556,0.774,1.863,0.247,0.346,0.533,-0.282,0.423,0.040
'0:00.309',-0.037,0.456,0.493,-0.210,-0.265,0.474,-0.569,0.777,1.861,0.252,0.353,0.535,-0.287,0.422,0.041
'0:00.310',-0.030,0.463,0.493,-0.216,-0.262,0.478,-0.573,0.780,1.857,0.251,0.358,0.541,-0.289,0.422,0.037
'0:00.311',-0.034,0.461,0.495,-0.214,-0.264,0.478,-0.573,0.785,1.860,0.252,0.363,0.545,-0.293,0.419,0.034
'0:00.312',-0.035,0.460,0.494,-0.213,-0.265,0.477,-0.573,0.787,1.863,0.251,0.369,0.548,-0.296,0.421,0.029
'0:00.313',-0.029,0.462,0.491,-0.217,-0.260,0.476,-0.575,0.790,1.865,0.249,0.376,0.555,-0.299,0.424,0.026
'0:00.314',-0.021,0.470,0.491,-0.225,-0.256,0.481,-0.579,0.789,1.870,0.247,0.382,0.558,-0.301,0.429,0.021
'0:00.315',-0.019,0.477,0.496,-0.229,-0.258,0.487,-0.583,0.789,1.871,0.245,0.385,0.558,-0.303,0.431,0.018
'0:00.316',-0.023,0.476,0.499,-0.227,-0.262,0.488,-0.590,0.793,1.867,0.248,0.392,0.564,-0.308,0.427,0.019
'0:00.317',-0.027,0.477,0.503,-0.225,-0.266,0.490,-0.595,0.795,1.865,0.249,0.394,0.566,-0.311,0.424,0.020
'0:00.318',-0.026,0.476,0.503,-0.225,-0.265,0.489,-0.587,0.796,1.869,0.250,0.403,0.572,-0.312,0.427,0.017
'0:00.319',-0.024,0.477,0.501,-0.227,-0.263,0.489,-0.573,0.798,1.884,0.248,0.408,0.577,-0.311,0.438,0.011
'0:00.320',-0.029,0.473,0.502,-0.223,-0.265,0.488,-0.571,0.798,1.893,0.247,0.408,0.574,-0.314,0.440,0.009
'0:00.321',-0.025,0.480,0.504,-0.228,-0.265,0.492,-0.576,0.796,1.893,0.244,0.410,0.575,-0.314,0.443,0.007
'0:00.322',-0.021,0.487,0.509,-0.233,-0.265,0.498,-0.576,0.798,1.898,0.243,0.413,0.575,-0.316,0.448,0.007
'0:00.323',-0.018,0.494,0.513,-0.237,-0.266,0.503,-0.576,0.800,1.902,0.244,0.416,0.574,-0.318,0.454,0.007
'0:00.324',-0.022,0.496,0.518,-0.236,-0.270,0.507,-0.575,0.802,1.903,0.248,0.418,0.577,-0.320,0.457,0.009
'0:00.325',-0.024,0.494,0.518,-0.235,-0.272,0.507,-0.571,0.803,1.909,0.249,0.424,0.581,-0.320,0.458,0.006
'0:00.326',-0.016,0.502,0.518,-0.242,-0.267,0.510,-0.566,0.802,1.919,0.245,0.425,0.584,-0.317,0.471,0.004
'0:00.327',-0.013,0.506,0.519,-0.246,-0.266,0.513,-0.564,0.801,1.927,0.240,0.425,0.586,-0.316,0.478,0.000
'0:00.328',-0.012,0.511,0.524,-0.249,-0.268,0.518,-0.574,0.802,1.923,0.240,0.425,0.585,-0.318,0.476,0.001
'0:00.329',-0.011,0.519,0.529,-0.254,-0.271,0.524,-0.588,0.801,1.915,0.245,0.427,0.587,-0.319,0.477,0.005
'0:00.330',-0.006,0.526,0.532,-0.260,-0.269,0.529,-0.595,0.801,1.911,0.247,0.432,0.592,-0.321,0.479,0.005
'0:00.331',-0.008,0.524,0.532,-0.258,-0.270,0.528,-0.597,0.802,1.911,0.248,0.437,0.594,-0.322,0.478,0.005
'0:00.332',-0.008,0.521,0.529,-0.257,-0.269,0.526,-0.598,0.800,1.909,0.245,0.442,0.597,-0.324,0.477,0.002
'0:00.333',-0.006,0.520,0.526,-0.257,-0.267,0.523,-0.598,0.800,1.909,0.245,0.445,0.601,-0.324,0.475,-0.001
'0:00.334',-0.004,0.524,0.527,-0.260,-0.266,0.526,-0.598,0.798,1.909,0.242,0.447,0.604,-0.322,0.478,-0.004
'0:00.335',-0.002,0.530,0.532,-0.264,-0.267,0.531,-0.604,0.797,1.906,0.240,0.447,0.602,-0.323,0.480,-0.004
'0:00.336',-0.006,0.528,0.535,-0.261,-0.271,0.531,-0.616,0.797,1.897,0.244,0.449,0.605,-0.325,0.472,-0.003
'0:00.337',-0.013,0.525,0.539,-0.256,-0.276,0.532,-0.620,0.795,1.889,0.249,0.450,0.607,-0.327,0.465,-0.001
'0:00.338',-0.013,0.525,0.537,-0.256,-0.275,0.531,-0.612,0.792,1.891,0.248,0.454,0.610,-0.327,0.469,-0.003
'0:00.339',-0.008,0.526,0.534,-0.259,-0.272,0.530,-0.604,0.789,1.899,0.244,0.456,0.612,-0.325,0.479,-0.009
'0:00.340',-0.011,0.523,0.534,-0.256,-0.273,0.529,-0.605,0.787,1.905,0.243,0.457,0.612,-0.322,0.480,-0.007
'0:00.341',-0.006,0.530,0.536,-0.262,-0.272,0.533,-0.608,0.781,1.904,0.239,0.456,0.611,-0.321,0.486,-0.006
'0:00.342',-0.003,0.536,0.539,-0.267,-0.271,0.537,-0.610,0.776,1.903,0.240,0.456,0.608,-0.321,0.491,-0.005
'0:00.343',-0.005,0.538,0.543,-0.267,-0.274,0.541,-0.613,0.770,1.901,0.239,0.456,0.606,-0.320,0.492,-0.002
'0:00.344',-0.012,0.535,0.548,-0.262,-0.280,0.542,-0.613,0.765,1.896,0.242,0.453,0.605,-0.319,0.495,0.002
'0:00.345',-0.015,0.532,0.547,-0.259,-0.281,0.540,-0.609,0.762,1.897,0.243,0.454,0.609,-0.317,0.497,0.003
'0:00.346',-0.011,0.538,0.549,-0.264,-0.280,0.544,-0.605,0.756,1.901,0.240,0.453,0.607,-0.312,0.506,0.003
'0:00.347',-0.006,0.543,0.549,-0.269,-0.278,0.546,-0.602,0.749,1.903,0.237,0.450,0.606,-0.308,0.514,0.003
'0:00.348',-0.005,0.548,0.553,-0.271,-0.280,0.551,-0.611,0.743,1.896,0.238,0.448,0.602,-0.307,0.512,0.007
'0:00.349',-0.007,0.551,0.558,-0.272,-0.283,0.555,-0.625,0.737,1.881,0.244,0.446,0.601,-0.307,0.508,0.011
'0:00.350',-0.005,0.556,0.561,-0.276,-0.283,0.559,-0.631,0.732,1.869,0.248,0.445,0.603,-0.306,0.508,0.013
'0:00.351',-0.009,0.552,0.562,-0.271,-0.286,0.557,-0.633,0.727,1.861,0.249,0.445,0.604,-0.303,0.504,0.019
'0:00.352',-0.011,0.552,0.563,-0.271,-0.287,0.557,-0.633,0.722,1.853,0.249,0.445,0.607,-0.298,0.503,0.021
'0:00.353',-0.013,0.549,0.561,-0.268,-0.287,0.555,-0.637,0.715,1.843,0.250,0.444,0.608,-0.294,0.504,0.021
'0:00.354',-0.011,0.547,0.558,-0.268,-0.284,0.553,-0.641,0.707,1.835,0.247,0.439,0.606,-0.290,0.503,0.021
'0:00.355',-0.011,0.552,0.562,-0.270,-0.287,0.557,-0.646,0.698,1.821,0.249,0.430,0.601,-0.287,0.500,0.026
'0:00.356',-0.017,0.546,0.563,-0.265,-0.290,0.555,-0.657,0.689,1.801,0.254,0.426,0.599,-0.284,0.490,0.033
'0:00.357',-0.025,0.540,0.565,-0.258,-0.295,0.553,-0.663,0.682,1.784,0.260,0.421,0.597,-0.281,0.480,0.041
'0:00.358',-0.028,0.534,0.561,-0.253,-0.295,0.548,-0.658,0.674,1.776,0.262,0.416,0.595,-0.275,0.481,0.043
'0:00.359',-0.026,0.527,0.553,-0.251,-0.289,0.541,-0.650,0.665,1.774,0.258,0.408,0.592,-0.266,0.484,0.042
'0:00.360',-0.032,0.520,0.551,-0.244,-0.291,0.536,-0.647,0.655,1.769,0.257,0.401,0.585,-0.260,0.484,0.048
'0:00.361',-0.029,0.523,0.553,-0.247,-0.291,0.538,-0.648,0.645,1.758,0.256,0.391,0.579,-0.255,0.483,0.051
'0:00.362',-0.032,0.523,0.555,-0.246,-0.293,0.539,-0.652,0.635,1.746,0.257,0.379,0.574,-0.246,0.481,0.059
'0:00.363',-0.040,0.520,0.559,-0.240,-0.299,0.540,-0.654,0.627,1.734,0.258,0.369,0.567,-0.238,0.479,0.070
'0:00.364',-0.048,0.512,0.559,-0.232,-0.303,0.536,-0.656,0.620,1.720,0.263,0.360,0.560,-0.235,0.476,0.079
'0:00.365',-0.051,0.503,0.554,-0.226,-0.303,0.529,-0.655,0.611,1.710,0.264,0.353,0.557,-0.229,0.472,0.086
'0:00.366',-0.051,0.499,0.551,-0.224,-0.301,0.525,-0.648,0.601,1.704,0.262,0.341,0.548,-0.222,0.470,0.089
'0:00.367',-0.051,0.495,0.546,-0.223,-0.298,0.521,-0.647,0.591,1.698,0.260,0.331,0.541,-0.214,0.474,0.093
'0:00.368',-0.051,0.495,0.546,-0.223,-0.298,0.521,-0.656,0.583,1.683,0.261,0.320,0.534,-0.209,0.469,0.101
'0:00.369',-0.054,0.492,0.547,-0.219,-0.300,0.520,-0.670,0.574,1.661,0.268,0.308,0.527,-0.206,0.458,0.113
'0:00.370',-0.057,0.489,0.545,-0.216,-0.301,0.517,-0.676,0.564,1.639,0.271,0.300,0.522,-0.203,0.450,0.117
'0:00.371',-0.064,0.478,0.542,-0.207,-0.302,0.510,-0.673,0.558,1.621,0.274,0.292,0.514,-0.200,0.441,0.124
'0:00.372',-0.068,0.466,0.534,-0.200,-0.301,0.500,-0.673,0.550,1.609,0.277,0.284,0.508,-0.194,0.433,0.131
'0:00.373',-0.071,0.454,0.525,-0.191,-0.298,0.489,-0.672,0.543,1.597,0.279,0.276,0.506,-0.189,0.421,0.135
'0:00.374',-0.073,0.448,0.521,-0.188,-0.297,0.485,-0.673,0.533,1.583,0.277,0.266,0.501,-0.182,0.417,0.139
'0:00.375',-0.079,0.443,0.521,-0.182,-0.300,0.482,-0.678,0.523,1.565,0.278,0.254,0.491,-0.177,0.407,0.145
'0:00.376',-0.086,0.430,0.517,-0.172,-0.302,0.474,-0.688,0.516,1.544,0.281,0.246,0.484,-0.175,0.395,0.154
'0:00.377',-0.093,0.420,0.512,-0.164,-0.302,0.467,-0.692,0.508,1.526,0.284,0.237,0.479,-0.172,0.384,0.165
'0:00.378',-0.098,0.407,0.506,-0.155,-0.302,0.457,-0.684,0.500,1.515,0.285,0.227,0.474,-0.166,0.377,0.171
'0:00.379',-0.102,0.395,0.497,-0.146,-0.299,0.447,-0.674,0.490,1.510,0.282,0.217,0.469,-0.158,0.375,0.174
'0:00.380',-0.114,0.379,0.492,-0.133,-0.303,0.436,-0.668,0.480,1.501,0.281,0.204,0.459,-0.152,0.369,0.183
'0:00.381',-0.112,0.377,0.488,-0.133,-0.300,0.433,-0.673,0.470,1.490,0.280,0.194,0.451,-0.147,0.369,0.188
'0:00.382',-0.111,0.374,0.484,-0.132,-0.297,0.429,-0.679,0.462,1.480,0.281,0.183,0.443,-0.141,0.363,0.195
'0:00.383',-0.118,0.366,0.485,-0.124,-0.301,0.426,-0.676,0.455,1.470,0.283,0.171,0.433,-0.136,0.357,0.203
